REGION,TECHNOLOGY,YEAR,VALUE,EMISSION,MODE_OF_OPERATION,TIMESLICE,FUEL,STORAGE,REGION.1
RE1,PWRCOA_A,2038.0,0.467556357310621,,,S108,ELC001_A,,
RE1,PWRCOA_A,2039.0,0.467556357310621,,,S108,ELC001_A,,
RE1,PWRCOA_A,2040.0,0.467556357310621,,,S108,ELC001_A,,
RE1,PWRCOA_A,2041.0,0.467556357310621,,,S108,ELC001_A,,
RE1,PWRCOA_A,2042.0,1.27922282399643,,,S108,ELC001_A,,
RE1,PWRCOA_A,2043.0,1.27133726559448,,,S108,ELC001_A,,
RE1,PWRCOA_A,2044.0,1.28237665430384,,,S108,ELC001_A,,
RE1,PWRCOA_A,2045.0,1.28237665430384,,,S108,ELC001_A,,
RE1,PWRCOA_A,2046.0,1.28237665430384,,,S108,ELC001_A,,
RE1,PWRCOA_A,2047.0,1.28237665430384,,,S108,ELC001_A,,
RE1,PWRCOA_A,2048.0,1.28237665430384,,,S108,ELC001_A,,
RE1,PWRCOA_A,2049.0,1.28237665430384,,,S108,ELC001_A,,
RE1,PWRCOA_A,2050.0,1.28237665430384,,,S108,ELC001_A,,
RE1,PWROHC_A,2015.0,0.432139549291959,,,S108,ELC001_A,,
RE1,PWROHC_A,2016.0,0.359497490078483,,,S108,ELC001_A,,
RE1,PWROHC_A,2017.0,0.551628084211216,,,S108,ELC001_A,,
RE1,PWROHC_A,2018.0,0.557055286128638,,,S108,ELC001_A,,
RE1,PWROHC_A,2019.0,0.532503823329535,,,S108,ELC001_A,,
RE1,PWROHC_A,2020.0,0.581300814104977,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2015.0,0.16172941210306,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2016.0,0.16172941210306,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2017.0,0.16172941210306,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2018.0,0.16172941210306,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2019.0,0.16172941210306,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2020.0,0.16172941210306,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2021.0,0.65177277777831,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2022.0,0.661500334353774,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2023.0,0.667408635139556,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2024.0,0.667629124445933,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2025.0,0.667864250307298,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2026.0,0.246500145673099,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2027.0,0.0902427100496147,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2028.0,0.06370042281154,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2029.0,0.111027200659592,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2030.0,0.0815184333800044,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2031.0,0.227363842042702,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2032.0,0.285770779596322,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2033.0,0.348542786834747,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2034.0,0.41596979921578,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2035.0,0.511941888300691,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2036.0,0.589819908800521,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2037.0,0.574169029431115,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2038.0,0.647909286284662,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2039.0,0.465110244416393,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2040.0,0.129650532741436,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2041.0,0.162138221680486,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2044.0,0.936179613903354,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2045.0,3.02818529244657,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2046.0,5.48553894161476,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2047.0,8.02880276543971,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2048.0,10.778865505781,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2049.0,12.5980285839629,,,S108,ELC001_A,,
RE1,PWRNGS001_A,2050.0,12.5980285839629,,,S108,ELC001_A,,
RE1,PWRNGS002_A,2015.0,0.0067822934719361,,,S108,ELC001_A,,
RE1,PWRNGS002_A,2016.0,0.0067822934719361,,,S108,ELC001_A,,
RE1,PWRNGS002_A,2018.0,0.0067822934719361,,,S108,ELC001_A,,
RE1,PWRNGS002_A,2019.0,0.0067822934719361,,,S108,ELC001_A,,
RE1,PWRNGS002_A,2020.0,0.0405155748853067,,,S108,ELC001_A,,
RE1,PWRNGS002_A,2049.0,0.892751442347022,,,S108,ELC001_A,,
RE1,PWRNGS002_A,2050.0,3.26938004389666,,,S108,ELC001_A,,
RE1,PWRTRN_A,2015.0,4.80616792070604,,,S108,ELC002_A,,
RE1,PWRTRN_A,2016.0,5.00886234118902,,,S108,ELC002_A,,
RE1,PWRTRN_A,2017.0,5.39536052585347,,,S108,ELC002_A,,
RE1,PWRTRN_A,2018.0,5.78003475214288,,,S108,ELC002_A,,
RE1,PWRTRN_A,2019.0,6.16288837520125,,,S108,ELC002_A,,
RE1,PWRTRN_A,2020.0,6.54391805917987,,,S108,ELC002_A,,
RE1,PWRTRN_A,2021.0,6.8820644663055,,,S108,ELC002_A,,
RE1,PWRTRN_A,2022.0,7.24359147406614,,,S108,ELC002_A,,
RE1,PWRTRN_A,2023.0,7.62971655911021,,,S108,ELC002_A,,
RE1,PWRTRN_A,2024.0,8.04176473455576,,,S108,ELC002_A,,
RE1,PWRTRN_A,2025.0,8.48116555524777,,,S108,ELC002_A,,
RE1,PWRTRN_A,2026.0,9.05098550321057,,,S108,ELC002_A,,
RE1,PWRTRN_A,2027.0,9.65857315880357,,,S108,ELC002_A,,
RE1,PWRTRN_A,2028.0,10.3063219413586,,,S108,ELC002_A,,
RE1,PWRTRN_A,2029.0,10.9967567169701,,,S108,ELC002_A,,
RE1,PWRTRN_A,2030.0,11.7325742192461,,,S108,ELC002_A,,
RE1,PWRTRN_A,2031.0,12.5450049981003,,,S108,ELC002_A,,
RE1,PWRTRN_A,2032.0,13.4187421210619,,,S108,ELC002_A,,
RE1,PWRTRN_A,2033.0,14.3577783949065,,,S108,ELC002_A,,
RE1,PWRTRN_A,2034.0,15.3664511018706,,,S108,ELC002_A,,
RE1,PWRTRN_A,2035.0,16.8021431705511,,,S108,ELC002_A,,
RE1,PWRTRN_A,2036.0,18.060994907224,,,S108,ELC002_A,,
RE1,PWRTRN_A,2037.0,19.4115278941091,,,S108,ELC002_A,,
RE1,PWRTRN_A,2038.0,20.8604864552529,,,S108,ELC002_A,,
RE1,PWRTRN_A,2039.0,22.4151224393353,,,S108,ELC002_A,,
RE1,PWRTRN_A,2040.0,24.0832205670975,,,S108,ELC002_A,,
RE1,PWRTRN_A,2041.0,25.4415235487323,,,S108,ELC002_A,,
RE1,PWRTRN_A,2042.0,26.8760994608859,,,S108,ELC002_A,,
RE1,PWRTRN_A,2043.0,28.3912054472591,,,S108,ELC002_A,,
RE1,PWRTRN_A,2044.0,29.991370128265,,,S108,ELC002_A,,
RE1,PWRTRN_A,2045.0,31.6813270640311,,,S108,ELC002_A,,
RE1,PWRTRN_A,2046.0,33.5020547641513,,,S108,ELC002_A,,
RE1,PWRTRN_A,2047.0,35.424609850563,,,S108,ELC002_A,,
RE1,PWRTRN_A,2048.0,37.4546837569286,,,S108,ELC002_A,,
RE1,PWRTRN_A,2049.0,39.5982825994655,,,S108,ELC002_A,,
RE1,PWRTRN_A,2050.0,41.8617384104651,,,S108,ELC002_A,,
RE1,PWRDIST_A,2015.0,4.10783582966328,,,S108,ELC003_A,,
RE1,PWRDIST_A,2016.0,4.2908586601536,,,S108,ELC003_A,,
RE1,PWRDIST_A,2017.0,4.63253622579504,,,S108,ELC003_A,,
RE1,PWRDIST_A,2018.0,4.97421235124172,,,S108,ELC003_A,,
RE1,PWRDIST_A,2019.0,5.31588991688316,,,S108,ELC003_A,,
RE1,PWRDIST_A,2020.0,5.65756604377004,,,S108,ELC003_A,,
RE1,PWRDIST_A,2021.0,5.96366071603596,,,S108,ELC003_A,,
RE1,PWRDIST_A,2022.0,6.29148072625649,,,S108,ELC003_A,,
RE1,PWRDIST_A,2023.0,6.64223728110516,,,S108,ELC003_A,,
RE1,PWRDIST_A,2024.0,7.01724671427204,,,S108,ELC003_A,,
RE1,PWRDIST_A,2025.0,7.41792905923068,,,S108,ELC003_A,,
RE1,PWRDIST_A,2026.0,7.93482071937372,,,S108,ELC003_A,,
RE1,PWRDIST_A,2027.0,8.48732263515252,,,S108,ELC003_A,,
RE1,PWRDIST_A,2028.0,9.07779384414377,,,S108,ELC003_A,,
RE1,PWRDIST_A,2029.0,9.70873164838188,,,S108,ELC003_A,,
RE1,PWRDIST_A,2030.0,10.3828090435806,,,S108,ELC003_A,,
RE1,PWRDIST_A,2031.0,11.1263902422176,,,S108,ELC003_A,,
RE1,PWRDIST_A,2032.0,11.9277707742772,,,S108,ELC003_A,,
RE1,PWRDIST_A,2033.0,12.7908938930124,,,S108,ELC003_A,,
RE1,PWRDIST_A,2034.0,13.7200456266702,,,S108,ELC003_A,,
RE1,PWRDIST_A,2035.0,15.0354748729764,,,S108,ELC003_A,,
RE1,PWRDIST_A,2036.0,16.1982017105148,,,S108,ELC003_A,,
RE1,PWRDIST_A,2037.0,17.4485643991992,,,S108,ELC003_A,,
RE1,PWRDIST_A,2038.0,18.7932310407684,,,S108,ELC003_A,,
RE1,PWRDIST_A,2039.0,20.2393882070748,,,S108,ELC003_A,,
RE1,PWRDIST_A,2040.0,21.7947697439796,,,S108,ELC003_A,,
RE1,PWRDIST_A,2041.0,23.0762118355848,,,S108,ELC003_A,,
RE1,PWRDIST_A,2042.0,24.4328176917144,,,S108,ELC003_A,,
RE1,PWRDIST_A,2043.0,25.8689799063864,,,S108,ELC003_A,,
RE1,PWRDIST_A,2044.0,27.3893791125708,,,S108,ELC003_A,,
RE1,PWRDIST_A,2045.0,28.9989263743992,,,S108,ELC003_A,,
RE1,PWRDIST_A,2046.0,30.7358300588544,,,S108,ELC003_A,,
RE1,PWRDIST_A,2047.0,32.5743538855752,,,S108,ELC003_A,,
RE1,PWRDIST_A,2048.0,34.5204458589204,,,S108,ELC003_A,,
RE1,PWRDIST_A,2049.0,36.5803996299912,,,S108,ELC003_A,,
RE1,PWRDIST_A,2050.0,38.7608688985788,,,S108,ELC003_A,,
RE1,MINBIO_A,2015.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2016.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2017.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2018.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2019.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2020.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2021.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2022.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2023.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2024.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2025.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2026.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2027.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2028.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2029.0,0.5073354,,,S108,BIO_A,,
RE1,MINBIO_A,2030.0,0.5073354,,,S108,BIO_A,,
RE1,PWRBIO_A,2015.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2016.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2017.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2018.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2019.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2020.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2021.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2022.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2023.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2024.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2025.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2026.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2027.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2028.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2029.0,0.17739,,,S108,ELC001_A,,
RE1,PWRBIO_A,2030.0,0.17739,,,S108,ELC001_A,,
RE1,MINHYD_A,2015.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2016.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2017.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2018.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2019.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2020.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2021.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2022.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2023.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2024.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2025.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2026.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2027.0,1.32199486330478,,,S108,HYD_A,,
RE1,MINHYD_A,2028.0,0.725904995081184,,,S108,HYD_A,,
RE1,MINHYD_A,2029.0,0.725904995081184,,,S108,HYD_A,,
RE1,MINHYD_A,2030.0,0.725904995081184,,,S108,HYD_A,,
RE1,MINHYD_A,2031.0,0.725904995081184,,,S108,HYD_A,,
RE1,MINHYD_A,2032.0,0.725904995081184,,,S108,HYD_A,,
RE1,MINHYD_A,2033.0,0.725904995081184,,,S108,HYD_A,,
RE1,MINHYD_A,2034.0,0.725904995081184,,,S108,HYD_A,,
RE1,MINHYD_A,2035.0,0.715095306756309,,,S108,HYD_A,,
RE1,MINHYD_A,2036.0,0.725904995081184,,,S108,HYD_A,,
RE1,MINHYD_A,2037.0,0.280824560140896,,,S108,HYD_A,,
RE1,MINHYD_A,2038.0,0.280824560140896,,,S108,HYD_A,,
RE1,MINHYD_A,2039.0,0.280824560140896,,,S108,HYD_A,,
RE1,PWRHYD_A,2015.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2016.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2017.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2018.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2019.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2020.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2021.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2022.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2023.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2024.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2025.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2026.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2027.0,1.09850031215782,,,S108,ELC001_A,,
RE1,PWRHYD_A,2028.0,0.603184540142772,,,S108,ELC001_A,,
RE1,PWRHYD_A,2029.0,0.603184540142772,,,S108,ELC001_A,,
RE1,PWRHYD_A,2030.0,0.603184540142772,,,S108,ELC001_A,,
RE1,PWRHYD_A,2031.0,0.603184540142772,,,S108,ELC001_A,,
RE1,PWRHYD_A,2032.0,0.603184540142772,,,S108,ELC001_A,,
RE1,PWRHYD_A,2033.0,0.603184540142772,,,S108,ELC001_A,,
RE1,PWRHYD_A,2034.0,0.603184540142772,,,S108,ELC001_A,,
RE1,PWRHYD_A,2035.0,0.603184540142772,,,S108,ELC001_A,,
RE1,PWRHYD_A,2036.0,0.603184540142772,,,S108,ELC001_A,,
RE1,PWRHYD_A,2037.0,0.233348763704868,,,S108,ELC001_A,,
RE1,PWRHYD_A,2038.0,0.233348763704868,,,S108,ELC001_A,,
RE1,PWRHYD_A,2039.0,0.233348763704868,,,S108,ELC001_A,,
RE1,MINGEO_A,2015.0,3.92473085950054,,,S108,GEO_A,,
RE1,MINGEO_A,2016.0,3.92473085950054,,,S108,GEO_A,,
RE1,MINGEO_A,2017.0,4.05922050919963,,,S108,GEO_A,,
RE1,MINGEO_A,2018.0,4.46234095807727,,,S108,GEO_A,,
RE1,MINGEO_A,2019.0,4.99552566684026,,,S108,GEO_A,,
RE1,MINGEO_A,2020.0,5.39246428682618,,,S108,GEO_A,,
RE1,MINGEO_A,2021.0,6.00099772532236,,,S108,GEO_A,,
RE1,MINGEO_A,2022.0,6.38988896073246,,,S108,GEO_A,,
RE1,MINGEO_A,2023.0,6.62245776541486,,,S108,GEO_A,,
RE1,MINGEO_A,2024.0,6.62245776541486,,,S108,GEO_A,,
RE1,MINGEO_A,2025.0,6.62245776541486,,,S108,GEO_A,,
RE1,MINGEO_A,2026.0,7.89705157790878,,,S108,GEO_A,,
RE1,MINGEO_A,2027.0,8.50746433337023,,,S108,GEO_A,,
RE1,MINGEO_A,2028.0,9.59752991650934,,,S108,GEO_A,,
RE1,MINGEO_A,2029.0,10.2911750061814,,,S108,GEO_A,,
RE1,MINGEO_A,2030.0,11.0304138385482,,,S108,GEO_A,,
RE1,MINGEO_A,2031.0,11.8081475251575,,,S108,GEO_A,,
RE1,MINGEO_A,2032.0,12.7237828267655,,,S108,GEO_A,,
RE1,MINGEO_A,2033.0,13.7078485591544,,,S108,GEO_A,,
RE1,MINGEO_A,2034.0,14.7648899895727,,,S108,GEO_A,,
RE1,MINGEO_A,2035.0,16.2694275739055,,,S108,GEO_A,,
RE1,MINGEO_A,2036.0,17.5886448296418,,,S108,GEO_A,,
RE1,MINGEO_A,2037.0,19.294824211365,,,S108,GEO_A,,
RE1,MINGEO_A,2038.0,20.7505199940484,,,S108,GEO_A,,
RE1,MINGEO_A,2039.0,22.312384567905,,,S108,GEO_A,,
RE1,MINGEO_A,2040.0,23.8341137183324,,,S108,GEO_A,,
RE1,MINGEO_A,2041.0,25.1296230625762,,,S108,GEO_A,,
RE1,MINGEO_A,2042.0,24.9951334128771,,,S108,GEO_A,,
RE1,MINGEO_A,2043.0,24.5920129639995,,,S108,GEO_A,,
RE1,MINGEO_A,2044.0,24.0588282552365,,,S108,GEO_A,,
RE1,MINGEO_A,2045.0,23.6618896352506,,,S108,GEO_A,,
RE1,MINGEO_A,2046.0,23.0533561967544,,,S108,GEO_A,,
RE1,MINGEO_A,2047.0,22.6644649613443,,,S108,GEO_A,,
RE1,MINGEO_A,2048.0,22.4318961566619,,,S108,GEO_A,,
RE1,MINGEO_A,2049.0,22.4318961566619,,,S108,GEO_A,,
RE1,MINGEO_A,2050.0,22.4318961566619,,,S108,GEO_A,,
RE1,PWRGEO_A,2015.0,3.13978468760044,,,S108,ELC001_A,,
RE1,PWRGEO_A,2016.0,3.13978468760044,,,S108,ELC001_A,,
RE1,PWRGEO_A,2017.0,3.2473764073597,,,S108,ELC001_A,,
RE1,PWRGEO_A,2018.0,3.56987276646182,,,S108,ELC001_A,,
RE1,PWRGEO_A,2019.0,3.99642053347221,,,S108,ELC001_A,,
RE1,PWRGEO_A,2020.0,4.31397142946094,,,S108,ELC001_A,,
RE1,PWRGEO_A,2021.0,4.80079818025789,,,S108,ELC001_A,,
RE1,PWRGEO_A,2022.0,5.11191116858597,,,S108,ELC001_A,,
RE1,PWRGEO_A,2023.0,5.29796621233189,,,S108,ELC001_A,,
RE1,PWRGEO_A,2024.0,5.29796621233189,,,S108,ELC001_A,,
RE1,PWRGEO_A,2025.0,5.29796621233189,,,S108,ELC001_A,,
RE1,PWRGEO_A,2026.0,6.31764126232702,,,S108,ELC001_A,,
RE1,PWRGEO_A,2027.0,6.80597146669619,,,S108,ELC001_A,,
RE1,PWRGEO_A,2028.0,7.67802393320748,,,S108,ELC001_A,,
RE1,PWRGEO_A,2029.0,8.23294000494509,,,S108,ELC001_A,,
RE1,PWRGEO_A,2030.0,8.82433107083855,,,S108,ELC001_A,,
RE1,PWRGEO_A,2031.0,9.446518020126,,,S108,ELC001_A,,
RE1,PWRGEO_A,2032.0,10.1790262614124,,,S108,ELC001_A,,
RE1,PWRGEO_A,2033.0,10.9662788473235,,,S108,ELC001_A,,
RE1,PWRGEO_A,2034.0,11.8119119916581,,,S108,ELC001_A,,
RE1,PWRGEO_A,2035.0,13.0155420591244,,,S108,ELC001_A,,
RE1,PWRGEO_A,2036.0,14.0709158637134,,,S108,ELC001_A,,
RE1,PWRGEO_A,2037.0,15.435859369092,,,S108,ELC001_A,,
RE1,PWRGEO_A,2038.0,16.6004159952388,,,S108,ELC001_A,,
RE1,PWRGEO_A,2039.0,17.849907654324,,,S108,ELC001_A,,
RE1,PWRGEO_A,2040.0,19.067290974666,,,S108,ELC001_A,,
RE1,PWRGEO_A,2041.0,20.103698450061,,,S108,ELC001_A,,
RE1,PWRGEO_A,2042.0,19.9961067303017,,,S108,ELC001_A,,
RE1,PWRGEO_A,2043.0,19.6736103711996,,,S108,ELC001_A,,
RE1,PWRGEO_A,2044.0,19.2470626041892,,,S108,ELC001_A,,
RE1,PWRGEO_A,2045.0,18.9295117082005,,,S108,ELC001_A,,
RE1,PWRGEO_A,2046.0,18.4426849574035,,,S108,ELC001_A,,
RE1,PWRGEO_A,2047.0,18.1315719690754,,,S108,ELC001_A,,
RE1,PWRGEO_A,2048.0,17.9455169253295,,,S108,ELC001_A,,
RE1,PWRGEO_A,2049.0,17.9455169253295,,,S108,ELC001_A,,
RE1,PWRGEO_A,2050.0,17.9455169253295,,,S108,ELC001_A,,
RE1,MINSOL_A,2015.0,0.03170506796496,,,S108,SOL_A,,
RE1,MINSOL_A,2016.0,0.03170506796496,,,S108,SOL_A,,
RE1,MINSOL_A,2017.0,0.03170506796496,,,S108,SOL_A,,
RE1,MINSOL_A,2018.0,0.03170506796496,,,S108,SOL_A,,
RE1,MINSOL_A,2019.0,0.03170506796496,,,S108,SOL_A,,
RE1,MINSOL_A,2020.0,0.03170506796496,,,S108,SOL_A,,
RE1,MINSOL_A,2021.0,0.03170506796496,,,S108,SOL_A,,
RE1,MINSOL_A,2022.0,0.0934986052576305,,,S108,SOL_A,,
RE1,MINSOL_A,2023.0,0.317976327933163,,,S108,SOL_A,,
RE1,MINSOL_A,2024.0,0.772709240139262,,,S108,SOL_A,,
RE1,MINSOL_A,2025.0,1.25762830234108,,,S108,SOL_A,,
RE1,MINSOL_A,2026.0,1.25762830234108,,,S108,SOL_A,,
RE1,MINSOL_A,2027.0,1.5792992352652,,,S108,SOL_A,,
RE1,MINSOL_A,2028.0,1.92625797818666,,,S108,SOL_A,,
RE1,MINSOL_A,2029.0,2.05530066698547,,,S108,SOL_A,,
RE1,MINSOL_A,2030.0,2.27689505786425,,,S108,SOL_A,,
RE1,MINSOL_A,2031.0,2.55283895408508,,,S108,SOL_A,,
RE1,MINSOL_A,2032.0,2.68587251452236,,,S108,SOL_A,,
RE1,MINSOL_A,2033.0,2.82884840006773,,,S108,SOL_A,,
RE1,MINSOL_A,2034.0,2.98242699710446,,,S108,SOL_A,,
RE1,MINSOL_A,2035.0,3.20102275384734,,,S108,SOL_A,,
RE1,MINSOL_A,2036.0,3.39928943414777,,,S108,SOL_A,,
RE1,MINSOL_A,2037.0,3.86051339803397,,,S108,SOL_A,,
RE1,MINSOL_A,2038.0,4.15822453612562,,,S108,SOL_A,,
RE1,MINSOL_A,2039.0,4.75307470649165,,,S108,SOL_A,,
RE1,MINSOL_A,2040.0,5.91288701679443,,,S108,SOL_A,,
RE1,MINSOL_A,2041.0,6.28863910947546,,,S108,SOL_A,,
RE1,MINSOL_A,2042.0,7.30274510541418,,,S108,SOL_A,,
RE1,MINSOL_A,2043.0,9.32307747156082,,,S108,SOL_A,,
RE1,MINSOL_A,2044.0,10.5423810806538,,,S108,SOL_A,,
RE1,MINSOL_A,2045.0,10.5423810806538,,,S108,SOL_A,,
RE1,MINSOL_A,2046.0,10.4805875433611,,,S108,SOL_A,,
RE1,MINSOL_A,2047.0,10.2561098206856,,,S108,SOL_A,,
RE1,MINSOL_A,2048.0,9.80137690847949,,,S108,SOL_A,,
RE1,MINSOL_A,2049.0,9.31645784627766,,,S108,SOL_A,,
RE1,MINSOL_A,2050.0,9.31645784627766,,,S108,SOL_A,,
RE1,PWRSOL_A,2015.0,0.030150062116128,,,S108,ELC001_A,,
RE1,PWRSOL_A,2016.0,0.030150062116128,,,S108,ELC001_A,,
RE1,PWRSOL_A,2017.0,0.030150062116128,,,S108,ELC001_A,,
RE1,PWRSOL_A,2018.0,0.030150062116128,,,S108,ELC001_A,,
RE1,PWRSOL_A,2019.0,0.030150062116128,,,S108,ELC001_A,,
RE1,PWRSOL_A,2020.0,0.030150062116128,,,S108,ELC001_A,,
RE1,PWRSOL_A,2021.0,0.030150062116128,,,S108,ELC001_A,,
RE1,PWRSOL_A,2022.0,0.088912875361264,,,S108,ELC001_A,,
RE1,PWRSOL_A,2023.0,0.302380870125829,,,S108,ELC001_A,,
RE1,PWRSOL_A,2024.0,0.73481096503728,,,S108,ELC001_A,,
RE1,PWRSOL_A,2025.0,1.19594670090253,,,S108,ELC001_A,,
RE1,PWRSOL_A,2026.0,1.19594670090253,,,S108,ELC001_A,,
RE1,PWRSOL_A,2027.0,1.5018409705295,,,S108,ELC001_A,,
RE1,PWRSOL_A,2028.0,1.83178278495415,,,S108,ELC001_A,,
RE1,PWRSOL_A,2029.0,1.95449644976055,,,S108,ELC001_A,,
RE1,PWRSOL_A,2030.0,2.16522252853649,,,S108,ELC001_A,,
RE1,PWRSOL_A,2031.0,2.42763248838326,,,S108,ELC001_A,,
RE1,PWRSOL_A,2032.0,2.55414128865288,,,S108,ELC001_A,,
RE1,PWRSOL_A,2033.0,2.69010478304014,,,S108,ELC001_A,,
RE1,PWRSOL_A,2034.0,2.83615096863679,,,S108,ELC001_A,,
RE1,PWRSOL_A,2035.0,3.04402548420016,,,S108,ELC001_A,,
RE1,PWRSOL_A,2036.0,3.23256798261786,,,S108,ELC001_A,,
RE1,PWRSOL_A,2037.0,3.67117076927595,,,S108,ELC001_A,,
RE1,PWRSOL_A,2038.0,3.95428037547666,,,S108,ELC001_A,,
RE1,PWRSOL_A,2039.0,4.51995554154621,,,S108,ELC001_A,,
RE1,PWRSOL_A,2040.0,5.6228837307343,,,S108,ELC001_A,,
RE1,PWRSOL_A,2041.0,5.98020669711679,,,S108,ELC001_A,,
RE1,PWRSOL_A,2042.0,6.94457487963202,,,S108,ELC001_A,,
RE1,PWRSOL_A,2043.0,8.86581808282798,,,S108,ELC001_A,,
RE1,PWRSOL_A,2044.0,10.0253197622819,,,S108,ELC001_A,,
RE1,PWRSOL_A,2045.0,10.0253197622819,,,S108,ELC001_A,,
RE1,PWRSOL_A,2046.0,9.96655694903677,,,S108,ELC001_A,,
RE1,PWRSOL_A,2047.0,9.7530889542722,,,S108,ELC001_A,,
